Date,Water_Level_m,Temperature_C,Rainfall_mm,pH,Dissolved_Oxygen_mg_L
2022-10-28,1.936098020786523,14.075990218764065,2.4636979268393856,6.985651581452627,8.729959604168054
2022-10-29,1.9482813134954737,12.783111812845618,3.7228229153545167,6.974960309100874,8.810567718018252
2022-10-30,2.0125556209598288,14.167512752102925,2.775351740974556,6.944778393523589,8.730337851996792
2022-10-31,1.94161962372554,12.28585481741584,2.580649733075591,6.879792275338101,8.790072049870125
2022-11-01,1.8660424578136334,13.064560706248981,8.441052671510368,6.892794711917983,8.749021575971486
2022-11-02,1.9213125637251147,12.791599388187155,1.066487198751478,6.8680786523454325,8.857610360341118
2022-11-03,1.986345686001099,13.111812845618464,1.8109318464548405,6.953051468249051,8.835497241907798
2022-11-04,1.8845814526274958,13.045618451336065,8.151749454833442,6.949011425841514,8.761046465494776
2022-11-05,1.9547005527376087,14.179831118128456,1.4878233777017299,6.996164284478605,8.802187640652346
2022-11-06,1.9366162391321727,13.178233777017299,2.21575971485623,7.031586799275466,8.764516773539828
2022-11-07,1.8624190218764065,13.435868351586482,0.9850190479101895,6.94960309100874,8.825226256179435
2022-11-08,1.839840428751478,13.250567786407983,5.328229153545167,6.956773539827945,8.801825166558948
2022-11-09,1.8643919179831118,14.654518772093012,1.5543598583141183,6.97486427382218,8.83080004071358
2022-11-10,1.8893159239875148,13.84752636257321,11.393452441295864,6.920215759714856,8.75052994472659
2022-11-11,1.8214246835928003,13.785313936338374,10.60337851996792,6.974950150914946,8.824222067576964
2022-11-12,1.824905146824905,13.80584988451108,10.607994263155168,7.00998818561146,8.73620958133391
2022-11-13,1.8385611425841515,13.568285521092657,3.167233777017299,6.994073356880018,8.868739191798315
2022-11-14,1.824312049870125,13.298628031586799,1.3852086976662703,6.943919179831118,8.810567718018252
2022-11-15,1.815255403588266,12.78316381044439,3.674932317138356,7.005391624636662,8.76192074351093
2022-11-16,1.7584151437699448,13.80187889396424,10.158428209892187,6.985429188171124,8.723023901768842
2022-11-17,1.825226256179435,13.414989069614264,1.8795550757271424,6.960845348882513,8.767856403588266
2022-11-18,1.7540922016888201,13.045618451336065,1.5543598583141183,6.97486427382218,8.83080004071358
2022-11-19,1.724950150914946,14.249432658097585,5.161048701955395,6.999719131464478,8.72085741695427
2022-11-20,1.710742186366644,12.433036450098555,2.3703358827725945,6.94054699052554,8.809315525211915
2022-11-21,1.7371510368448335,13.931753744655883,1.9332214316651854,6.892095907412701,8.749514682490514
2022-11-22,1.7085741695427005,14.04353392437346,1.442345209707834,7.030560938482161,8.799757753335505
2022-11-23,1.7197274885741585,13.788537552998744,3.7552718306076113,6.966762391321727,8.761596773539828
2022-11-24,1.6660424578136334,13.435868351586482,7.409383633261763,6.944208226922247,8.78912444390916
2022-11-25,1.723023901768842,13.344840212003847,2.228026723223021,6.93881729352701,8.77535568114946
2022-11-26,1.6853381014376994,13.250567786407983,10.607421946006454,6.969634994263001,8.79090629532822
2022-11-27,1.6575056771801825,14.075990218764065,2.4636979268393856,6.985651581452627,8.729959604168054
2022-11-28,1.637351740974556,12.28585481741584,2.580649733075591,6.879792275338101,8.790072049870125
2022-11-29,1.5714246835928003,13.064560706248981,8.441052671510368,6.892794711917983,8.749021575971486
2022-11-30,1.6162391321727115,12.791599388187155,1.066487198751478,6.8680786523454325,8.857610360341118
2022-12-01,1.5814526274958136,13.111812845618464,1.8109318464548405,6.953051468249051,8.835497241907798
2022-12-02,1.573919179831118,13.045618451336065,8.151749454833442,6.949011425841514,8.761046465494776
2022-12-03,1.5797274885741585,14.179831118128456,1.4878233777017299,6.996164284478605,8.802187640652346
2022-12-04,1.5604245781363336,13.178233777017299,2.21575971485623,7.031586799275466,8.764516773539828
2022-12-05,1.5593159239875148,13.435868351586482,0.9850190479101895,6.94960309100874,8.825226256179435
2022-12-06,1.517351740974556,13.250567786407983,5.328229153545167,6.956773539827945,8.801825166558948
2022-12-07,1.4930114258415148,14.654518772093012,1.5543598583141183,6.97486427382218,8.83080004071358
2022-12-08,1.4641979927546618,13.84752636257321,11.393452441295864,6.920215759714856,8.75052994472659
2022-12-09,1.4586799275466188,13.785313936338374,10.60337851996792,6.974950150914946,8.824222067576964
2022-12-10,1.52085741695427,13.80584988451108,10.607994263155168,7.00998818561146,8.73620958133391
2022-12-11,1.4885741695427005,13.568285521092657,3.167233777017299,6.994073356880018,8.868739191798315
2022-12-12,1.4398280315867992,13.298628031586799,1.3852086976662703,6.943919179831118,8.810567718018252
2022-12-13,1.4116954270055273,12.78316381044439,3.674932317138356,7.005391624636662,8.76192074351093
2022-12-14,1.4190779831118128,13.80187889396424,10.158428209892187,6.985429188171124,8.723023901768842
2022-12-15,1.4442082269222467,13.414989069614264,1.8795550757271424,6.960845348882513,8.767856403588266
2022-12-16,1.3780786523454325,13.045618451336065,1.5543598583141183,6.97486427382218,8.83080004071358
2022-12-17,1.423023901768842,14.249432658097585,5.161048701955395,6.999719131464478,8.72085741695427
2022-12-18,1.366762391321727,12.433036450098555,2.3703358827725945,6.94054699052554,8.809315525211915
2022-12-19,1.362095907412701,13.931753744655883,1.9332214316651854,6.892095907412701,8.749514682490514
2022-12-20,1.3094077983111812,14.04353392437346,1.442345209707834,7.030560938482161,8.799757753335505
2022-12-21,1.353919179831118,13.788537552998744,3.7552718306076113,6.966762391321727,8.761596773539828
2022-12-22,1.35052994472659,13.435868351586482,7.409383633261763,6.944208226922247,8.78912444390916
2022-12-23,1.3414246835928003,13.344840212003847,2.228026723223021,6.93881729352701,8.77535568114946
2022-12-24,1.301825166558948,13.250567786407983,10.607421946006454,6.969634994263001,8.79090629532822
2022-12-25,1.2645167735398279,14.075990218764065,2.4636979268393856,6.985651581452627,8.729959604168054
2022-12-26,1.3115967735398279,12.783111812845618,3.7228229153545167,6.974960309100874,8.810567718018252
2022-12-27,1.258064973307559,14.167512752102925,2.775351740974556,6.944778393523589,8.730337851996792
2022-12-28,1.27535568114946,12.28585481741584,2.580649733075591,6.879792275338101,8.790072049870125
2022-12-29,1.2486427382218,13.064560706248981,8.441052671510368,6.892794711917983,8.749021575971486
2022-12-30,1.2354972419077983,12.791599388187155,1.066487198751478,6.8680786523454325,8.857610360341118
2022-12-31,1.1961642844786047,13.111812845618464,1.8109318464548405,6.953051468249051,8.835497241907798
